,id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,organ system (new)
571,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_FLT_uG_JCwFOS_Rep2_F7,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,51.2 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
572,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_FLT_uG_JCwFOS_Rep3_F8,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,57.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
573,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JC_Rep1_G5,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,84 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
574,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JC_Rep2_G6,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,83.1 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
575,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JC_Rep3_G12,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,76.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
576,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JCwFOS_Rep1_G4,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,75.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
577,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JCwFOS_Rep2_G10,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,71.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
578,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_GC_1G_JCwFOS_Rep3_G11,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,75 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
579,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JC_Rep1_G2,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,75.3 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
580,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JC_Rep2_G3,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,83.9 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
581,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JC_Rep3_G9,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,80.8 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
582,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JCwFOS_Rep1_G1,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,90 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
583,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JCwFOS_Rep2_G7,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,72.8 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
584,OSD-238,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_DSKN_VIV_1G_JCwFOS_Rep3_G8,Mus musculus,C57BL/6J,,9 {week},Male,dorsal skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,85.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-238_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-238_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-238_rna_seq_Unnormalized_Counts.csv,Skin
585,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JC_Rep1_F5,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,99.3 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
586,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JC_Rep2_F6,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,119.1 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
587,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JC_Rep3_F12,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,52.1 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
588,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep1_F4,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,105.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
589,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep2_F10,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,54.2 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
590,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_1G_JCwFOS_Rep3_F11,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,52.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
591,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,52.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
592,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
593,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep1_F1,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,46.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
594,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep2_F7,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
595,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_FLT_uG_JCwFOS_Rep3_F8,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,52.3 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
596,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JC_Rep1_G5,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,91 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
597,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JC_Rep2_G6,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,91.8 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
598,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JC_Rep3_G12,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,88 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
599,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JCwFOS_Rep1_G4,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,74.9 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
600,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JCwFOS_Rep2_G10,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,79.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
601,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_GC_1G_JCwFOS_Rep3_G11,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,,,,,Isoflurane,,,89.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
602,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JC_Rep1_G2,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,79.1 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
603,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JC_Rep2_G3,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,92.5 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
604,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JC_Rep3_G9,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,89.6 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
605,OSD-239,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_FSKN_VIV_1G_JCwFOS_Rep1_G1,Mus musculus,C57BL/6J,,9 {week},Male,femoral skin,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,,,,Isoflurane,,,94.8 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-239_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-239_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-239_rna_seq_Unnormalized_Counts.csv,Skin
